,method,dataset,bias_n,seed,bias_delta,params,spearman,pairwise_calls,pairwise_calls_internal,listwise_calls,inferred_pairs,pairwise_api_calls,effective_calls_api
98,pruned_elo,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.2}",0.8385405754428594,2763,0,0,0,2763,2763
99,pruned_elo_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.2}",0.8766418402367636,2763,0,0,0,2763,2763
100,pruned_elo,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.1}",0.8939107979107979,5960,0,0,0,5960,5960
101,pruned_elo_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.1}",0.9347841572228605,5960,0,0,0,5960,5960
102,pruned_elo,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.2}",0.8826601986601987,4759,0,0,0,4759,4759
103,pruned_elo_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.2}",0.9224311741771282,4759,0,0,0,4759,4759
104,pruned_elo,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.1}",0.9161782721782721,7871,0,0,0,7871,7871
105,pruned_elo_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.1}",0.9414596094596094,7871,0,0,0,7871,7871
106,pruned_elo,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.2}",0.9024535344535346,6755,0,0,0,6755,6755
107,pruned_elo_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.2}",0.9368209808209808,6755,0,0,0,6755,6755
108,pruned_elo,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 16, 'prune_percent': 0.3}",0.914873498873499,8337,0,0,0,8337,8337
109,pruned_elo_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 16, 'prune_percent': 0.3}",0.9440475920475921,8337,0,0,0,8337,8337
110,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.86994650994651,14808,12810,286,12810,1998,2284
111,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9482373931316386,14808,12810,286,12810,1998,2284
112,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9124022524022526,22212,19215,429,19215,2997,3426
113,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9516015030207211,22212,19215,429,19215,2997,3426
114,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9251540651540652,32157,26163,252,26163,5994,6246
115,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9542536142536143,32157,26163,252,26163,5994,6246
116,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 4, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9337728097728097,38151,26163,252,26163,11988,12240
117,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 4, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9549267069267071,38151,26163,252,26163,11988,12240
118,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 8, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.921055257055257,19956,13962,501,13962,5994,6495
119,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 8, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9515934635934638,19956,13962,501,13962,5994,6495
120,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 6, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9130224850224851,17217,11223,750,11223,5994,6744
121,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 6, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9508758748758749,17217,11223,750,11223,5994,6744
122,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 12, 'overlap': 4, 'boundary_passes': 2, 'grouping_strategy': 'random', 'randomness_factor': 0.2}",0.9344801504801504,20420,16424,250,16424,3996,4246
123,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 12, 'overlap': 4, 'boundary_passes': 2, 'grouping_strategy': 'random', 'randomness_factor': 0.2}",0.9481291365730111,20420,16424,250,16424,3996,4246
124,listwise_rounds,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1, 'listwise_call_budget': 120}",0.8233217947323587,7398,5400,120,5400,1998,2118
125,listwise_rounds_bt,linear,200,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1, 'listwise_call_budget': 120}",0.8942890437098329,7398,5400,120,5400,1998,2118
126,streak,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.05, 'seed': 11}",0.7098425448409308,1504,0,0,0,1504,1504
127,streak_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.05, 'seed': 11}",0.7210765112397408,1504,0,0,0,1504,1504
128,streak,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 4, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.7765299629190251,2022,0,0,0,2022,2022
129,streak_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 4, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.8082880347337715,2022,0,0,0,2022,2022
130,streak,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.3, 'seed': 11}",0.713708260712334,1500,0,0,0,1500,1500
131,streak_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.3, 'seed': 11}",0.7195399267123237,1500,0,0,0,1500,1500
132,streak,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 2, 'min_distinct_opponents': 2, 'max_epochs': 12, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.6595214835835064,1000,0,0,0,1000,1000
133,streak_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 2, 'min_distinct_opponents': 2, 'max_epochs': 12, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.6682114784385731,1000,0,0,0,1000,1000
134,streak,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.8059243658386287,2500,0,0,0,2500,2500
135,streak_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.8371657257262374,2500,0,0,0,2500,2500
136,streak,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 30, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.8059243658386287,2500,0,0,0,2500,2500
137,streak_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 30, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.8371657257262374,2500,0,0,0,2500,2500
138,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.1}",0.851039269606858,4001,0,0,0,4001,4001
139,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.1}",0.900603656792613,4001,0,0,0,4001,4001
140,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.2}",0.8369981394043894,2763,0,0,0,2763,2763
141,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.2}",0.8708974337202596,2763,0,0,0,2763,2763
142,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.1}",0.8991721071721073,5960,0,0,0,5960,5960
143,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.1}",0.9347725388588931,5960,0,0,0,5960,5960
144,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.2}",0.893063165063165,4759,0,0,0,4759,4759
145,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.2}",0.9194343079749154,4759,0,0,0,4759,4759
146,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.1}",0.9281911361911364,7871,0,0,0,7871,7871
147,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.1}",0.9551493071493072,7871,0,0,0,7871,7871
148,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.2}",0.9094283494283494,6755,0,0,0,6755,6755
149,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.2}",0.9467275427275429,6755,0,0,0,6755,6755
150,pruned_elo,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 16, 'prune_percent': 0.3}",0.9258054258054259,8337,0,0,0,8337,8337
151,pruned_elo_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 16, 'prune_percent': 0.3}",0.9577166257166257,8337,0,0,0,8337,8337
152,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.8947117867117869,14808,12810,286,12810,1998,2284
153,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9738193698193699,14808,12810,286,12810,1998,2284
154,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9445638085638085,22212,19215,429,19215,2997,3426
155,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9847986247986249,22212,19215,429,19215,2997,3426
156,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9535227655227657,32157,26163,252,26163,5994,6246
157,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9901199821199822,32157,26163,252,26163,5994,6246
158,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 4, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.957854493854494,38151,26163,252,26163,11988,12240
159,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 15, 'overlap': 3, 'boundary_passes': 4, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9901899301899302,38151,26163,252,26163,11988,12240
160,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 8, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9417645897645899,19956,13962,501,13962,5994,6495
161,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 8, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9846200526200527,19956,13962,501,13962,5994,6495
162,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 6, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9404902964902966,17217,11223,750,11223,5994,6744
163,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 3, 'k': 6, 'overlap': 2, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9804927564927566,17217,11223,750,11223,5994,6744
164,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 12, 'overlap': 4, 'boundary_passes': 2, 'grouping_strategy': 'random', 'randomness_factor': 0.2}",0.95610914010914,20420,16424,250,16424,3996,4246
165,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 12, 'overlap': 4, 'boundary_passes': 2, 'grouping_strategy': 'random', 'randomness_factor': 0.2}",0.974905610905611,20420,16424,250,16424,3996,4246
166,listwise_rounds,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1, 'listwise_call_budget': 120}",0.8515765806783012,7398,5400,120,5400,1998,2118
167,listwise_rounds_bt,bimodal,0,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 2, 'grouping_strategy': 'similar', 'randomness_factor': 0.1, 'listwise_call_budget': 120}",0.9004034956712957,7398,5400,120,5400,1998,2118
168,streak,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.05, 'seed': 11}",0.7169303677352672,1502,0,0,0,1502,1502
169,streak_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.05, 'seed': 11}",0.7307360955049287,1502,0,0,0,1502,1502
170,streak,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 4, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.7569632033534088,2022,0,0,0,2022,2022
171,streak_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 4, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.7931254733736248,2022,0,0,0,2022,2022
172,streak,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.3, 'seed': 11}",0.720668006279985,1515,0,0,0,1515,1515
173,streak_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 24, 'r': 3, 'min_distinct_opponents': 3, 'max_epochs': 18, 'opponent_selection': 'similar', 'randomness_factor': 0.3, 'seed': 11}",0.7210816090816091,1515,0,0,0,1515,1515
174,streak,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 2, 'min_distinct_opponents': 2, 'max_epochs': 12, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.6645003877389055,1000,0,0,0,1000,1000
175,streak_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 2, 'min_distinct_opponents': 2, 'max_epochs': 12, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.6747909427895352,1000,0,0,0,1000,1000
176,streak,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.7823805573041728,2500,0,0,0,2500,2500
177,streak_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 24, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.808200219367324,2500,0,0,0,2500,2500
178,streak,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 30, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.7823805573041728,2500,0,0,0,2500,2500
179,streak_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'r': 5, 'min_distinct_opponents': 4, 'max_epochs': 30, 'opponent_selection': 'similar', 'randomness_factor': 0.1, 'seed': 11}",0.808200219367324,2500,0,0,0,2500,2500
180,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.1}",0.8338496460205898,4001,0,0,0,4001,4001
181,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.1}",0.8921945481481985,4001,0,0,0,4001,4001
182,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.2}",0.8279474886164884,2763,0,0,0,2763,2763
183,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 4, 'prune_percent': 0.2}",0.8628892291661863,2763,0,0,0,2763,2763
184,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.1}",0.8886965766965769,5960,0,0,0,5960,5960
185,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.1}",0.9232799606449358,5960,0,0,0,5960,5960
186,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.2}",0.865733077733078,4759,0,0,0,4759,4759
187,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 8, 'prune_percent': 0.2}",0.90999304370599,4759,0,0,0,4759,4759
188,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.1}",0.9080757320757322,7871,0,0,0,7871,7871
189,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.1}",0.9369199689199691,7871,0,0,0,7871,7871
190,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.2}",0.8914907674907676,6755,0,0,0,6755,6755
191,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 12, 'prune_percent': 0.2}",0.930977934977935,6755,0,0,0,6755,6755
192,pruned_elo,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 16, 'prune_percent': 0.3}",0.9082587442587443,8337,0,0,0,8337,8337
193,pruned_elo_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 24, 'match_strategy': 'similar', 'randomness_factor': 0.1, 'seed': 11, 'prune_start_round': 16, 'prune_percent': 0.3}",0.9436639156639156,8337,0,0,0,8337,8337
194,listwise_rounds,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.8778131898131899,14808,12810,286,12810,1998,2284
195,listwise_rounds_bt,bimodal,50,111,200.0,"{'initial_elo': 1500, 'k_factor': 32, 'n_rounds': 2, 'k': 10, 'overlap': 3, 'boundary_passes': 1, 'grouping_strategy': 'similar', 'randomness_factor': 0.1}",0.9573516933516933,14808,12810,286,12810,1998,2284
